sample	num_consensus_snps	number_N_calls
ERR6362891	1138	118065
ERR6362892	1068	121748
ERR6362893	1155	111777
ERR6362894	1083	86850
ERR6362895	1035	147081
ERR6362896	936	159632
ERR6362897	1105	122182
ERR6362898	1060	104758
ERR6362899	1069	101365
ERR6362900	1054	124250
ERR6362901	1104	121963
ERR6362902	1065	125769
ERR6362903	1087	124470
ERR6362904	1044	97152
ERR6362905	1066	92607
ERR6362906	1093	125483
ERR6362907	1049	96044
ERR6362908	981	124081
ERR6362909	1109	121441
ERR6362910	1152	116503
ERR6362911	1072	120425
ERR6362912	1119	119879
ERR6362913	1018	96466
ERR6362914	1098	128569
ERR6362915	1126	117186
ERR6362916	951	194826
ERR6362917	1041	101426
ERR6362918	1089	100366
ERR6362919	1127	123455
ERR6362920	1118	86542
ERR6362921	1032	98500
ERR6362922	1021	93097
ERR6362923	1086	102357
ERR6362924	1021	140889
ERR6362925	1135	115840
ERR6362926	1026	119009
ERR6362927	1142	116534
ERR6362928	1040	101673
ERR6362929	1038	97751
ERR6362930	1127	118442
ERR6362931	1113	121888
ERR6362932	1048	111518
ERR6362933	1129	122155
ERR6362934	1106	121281
ERR6362935	1083	131437
ERR6362936	1052	89766
ERR6362937	1092	122209
ERR6362938	1011	148510
ERR6362939	1051	102651
ERR6362940	1125	117006
ERR6362941	1158	115974
ERR6362942	1064	131992
ERR6362943	1012	99728
ERR6362944	1062	106731
ERR6362945	1103	122197
ERR6362946	1066	94528
ERR6362947	1232	118308
ERR6362948	1090	123931
ERR6362949	1123	113935
ERR6362950	1037	107491
ERR6362951	1122	117344
ERR6362952	1106	123436
ERR6362953	1092	125630
ERR6362954	1139	95792
ERR6362955	1060	100586
ERR6362956	1008	119168
ERR6362957	1114	119722
ERR6362958	1038	109803
ERR6362959	1093	92889
ERR6362960	1053	104598
ERR6362961	1056	100935
ERR6362962	1082	91404
ERR6362963	1124	119740
ERR6362964	1129	114451
ERR6362965	1060	106748
ERR6362966	1115	117013
ERR6362967	1090	92193
ERR6362968	1151	117250
ERR6362969	1166	111906
ERR6362970	1116	119395
ERR6362971	1050	137887
ERR6362972	1135	118212
ERR6362973	1111	120263
ERR6362974	1104	121123
ERR6362975	1131	114288
ERR702410	1167	102266
ERR736803	1047	94157
ERR736804	1093	99017
ERR736805	1106	125690
ERR736806	1072	130115
ERR736807	1225	101755
ERR736808	1148	110247
ERR736809	1227	101387
ERR736810	1075	128882
ERR736811	1073	130344
ERR736812	1022	86138
ERR736813	1061	132485
ERR736814	1101	128187
ERR736815	1158	93714
ERR736816	74	4410650
ERR736817	893	497638
ERR736818	1049	96638
ERR736819	1061	94643
ERR736820	1221	102135
ERR736821	1258	98601
ERR736822	1007	139774
ERR736823	1150	95112
ERR736824	1089	129056
ERR736825	80	4410673
ERR736826	1075	129130
ERR736827	1145	91416
ERR736828	1204	92492
ERR736829	1072	121186
ERR736830	1070	87994
ERR736831	7555	4335725
ERR736832	1078	130766
ERR736833	1045	132300
ERR736834	17998	4231136
ERR736835	82423	3585202
ERR736836	1061	128949
ERR736837	6962	4340739
ERR736838	1153	93344
ERR736839	73656	3699760
ERR736840	1113	77456
ERR736841	1062	135571
ERR736842	1057	130223
ERR736843	1165	84853
ERR736844	1136	92871
ERR736845	1163	86391
ERR736846	1090	130349
ERR736847	1057	94018
ERR736848	17762	4233925
ERR736849	1061	131840
ERR736850	90	4410585
ERR736851	1050	134096
ERR736852	1179	86564
ERR736853	1047	94313
ERR736854	1055	121484
ERR736855	1083	129826
ERR736856	8029	4240089
ERR736857	1060	130144
ERR736858	1155	85356
ERR736859	73323	3702421
ERR736860	1234	100682
ERR736861	1145	93218
ERR736862	1063	129358
ERR736863	49861	3733769
ERR736864	1180	84201
ERR736865	57498	3862926
ERR736866	1253	103997
ERR736867	65963	3756767
ERR736868	1245	100438
ERR736869	1121	93582
ERR736870	1080	128988
ERR736871	76354	3677879
ERR736872	20209	4214765
ERR736873	1030	98014
ERR736874	71854	3713301
ERR736875	19275	4223522
ERR736876	1061	129621
ERR736877	1160	92938
ERR736878	1157	85259
ERR736879	1216	105140
ERR736880	1060	120976
ERR736881	1169	86066
ERR736882	1068	136249
ERR7421585	823	665928
ERR7421586	971	186721
ERR7421587	1085	105238
ERR7421588	967	194169
ERR7421866	949	228910
ERR7421867	1048	129592
ERR751314	1158	116902
ERR751333	1103	97503
ERR773784	1058	95852
ERR773785	1092	134487
ERR773786	1137	97959
ERR773787	1061	103136
ERR773788	1019	92169
ERR773789	1227	105777
ERR773790	1169	89801
ERR773791	1048	135128
ERR773792	1143	114895
ERR773793	1223	105867
ERR773794	1055	134567
ERR773795	1043	138095
ERR773796	1043	137491
ERR773797	1073	142219
ERR773798	1063	136093
ERR773799	1180	100049
ERR773800	1231	105497
ERR773801	1075	142884
ERR773802	1208	108139
ERR773803	1078	143034
ERR773804	80	4410678
ERR773805	1044	137449
ERR773806	1011	231269
ERR773807	1133	117208
ERR773808	1063	135492
ERR773809	1018	91096
ERR773810	1225	106181
ERR779651	1042	127277
ERR779652	1035	104895
ERR779653	1014	108479
ERR779654	1062	140048
ERR779655	1041	137392
ERR779656	1232	108797
ERR779657	1228	109053
ERR779658	1053	137583
ERR779659	1134	103778
ERR779660	1230	112923
ERR779661	1037	141737
ERR779662	1134	97265
ERR779663	1077	138006
ERR779664	1097	103965
ERR779665	1045	143841
ERR779666	1051	144972
ERR779667	1031	110863
ERR779668	1009	97565
ERR779669	1094	90087
ERR779670	1014	97358
ERR779671	1060	140742
ERR779672	1058	142855
ERR779673	1015	99354
ERR779674	1046	143245
ERR779675	1065	98098
ERR779676	1044	141376
ERR779677	1043	138634
ERR779678	1062	138856
ERR779679	1203	113243
ERR779680	1021	147187
ERR894411	1011	134479
ERR894412	1008	138056
ERR894413	998	144191
ERR894414	997	143143
ERR894415	1014	131658
ERR894416	1012	129542
ERR894417	1004	137130
ERR894418	1003	130630
ERR894419	944	178749
ERR894420	955	158304
ERR894421	937	180446
ERR894422	0	4411532
ERR894423	998	125607
ERR894424	1043	109655
ERR894425	1023	113754
ERR894426	989	128219
ERR894427	1048	101304
ERR894428	1056	106058
ERR894429	1079	96789
ERR894430	1047	105737
ERR894431	1058	98872
ERR894432	1048	98738
ERR894433	971	143688
ERR894434	969	144398
ERR894435	1006	115308
ERR894436	995	114766
ERR894437	997	116041
ERR894438	986	126166
ERR894439	1005	126063
ERR894440	1079	99467
ERR894441	1055	104757
ERR894442	1006	149940
ERR894443	978	161421
ERR894444	976	159423
ERR9030248	1560	330215
ERR9030249	1346	262845
ERR9030251	1130	130793
ERR9030252	989	583382
ERR9030253	1307	292157
ERR9030254	1464	366103
ERR9030255	1372	265764
ERR9030256	1032	123928
ERR9030258	1169	349723
ERR9030262	990	141875
ERR9030263	1041	126648
ERR9030264	1036	168837
ERR9030265	1445	371648
ERR9030266	1316	279768
ERR9030268	929	502100
ERR9030269	1118	128993
ERR9030270	1019	189816
ERR9030272	945	187013
ERR9030273	847	935095
ERR9030274	1039	92835
ERR9030275	1214	118830
ERR9030277	1449	289493
ERR9030278	67	4043753
ERR9030279	1297	247327
ERR9030280	1559	250609
ERR9030282	1086	120847
ERR9030283	1093	681823
ERR9030284	1215	426396
ERR9030285	1296	292023
ERR9030286	1200	300862
ERR9030287	1366	375549
ERR9030288	1071	105883
ERR9030289	992	144303
ERR9030291	918	491775
ERR9030293	1085	147873
ERR9030294	977	143245
ERR9030295	1217	101577
ERR9030296	1260	342543
ERR9030297	1169	119669
ERR9030298	1159	116298
ERR9030299	1281	430313
ERR9030300	1012	165149
ERR9030301	957	127817
ERR9030302	1002	503168
ERR9030303	1059	451927
ERR9030304	1583	247300
ERR9030305	1077	93389
ERR9030306	1052	170793
ERR9030307	1048	236795
ERR9030308	1142	146045
ERR9030310	1366	230984
ERR9030311	1424	236181
ERR9030313	1035	538070
ERR9030314	1069	323228
ERR9030315	425	1997747
ERR9030316	1332	338083
ERR9030317	1212	116166
ERR9030318	1184	135383
ERR9030319	371	2691574
ERR9030321	1455	403432
ERR9030322	1906	341986
ERR9030323	1538	267791
ERR9030325	1203	471056
ERR9030326	979	525361
ERR9030327	1463	383478
ERR9030328	1500	392970
ERR9030329	692	1423007
ERR9030330	1152	555204
ERR9030331	1129	156230
ERR9030332	1449	424469
ERR9030333	1429	286485
ERR9030334	1251	239600
ERR9030335	1424	223511
ERR9030336	1508	377143
ERR9030337	825	954941
ERR9030338	1060	111122
ERR9030340	1352	393394
ERR9030341	1472	281141
ERR9030342	1060	399978
ERR9030343	1610	245124
ERR9030344	1315	305681
ERR9030345	1478	345833
ERR9030346	1511	385643
ERR9030347	964	113963
ERR9030348	1190	124761
ERR9030349	1675	247174
ERR9030350	1493	267242
ERR9030351	1068	102684
ERR9030352	1023	244296
ERR9030353	1033	120783
ERR9030354	1596	245218
ERR9030355	1468	359190
ERR9030356	994	441921
ERR9030357	1008	336975
ERR9030358	1230	122504
ERR9030359	1095	138096
ERR9030360	1532	230357
ERR9030361	870	932495
ERR9030362	1465	456937
ERR9030363	1152	117473
ERR9030364	1286	237075
ERR9030365	1210	361648
ERR9030366	1362	261761
ERR9030367	1415	385161
ERR9030368	1368	287588
ERR9030369	1252	221865
ERR9030370	1349	271799
ERR9030371	1413	384689
ERR9030372	610	340860
ERR9030373	1157	134497
ERR9030375	1512	120396
ERR9030376	1278	460099
ERR9030378	1479	214769
ERR9030379	1510	416550
ERR9030380	960	524410
ERR9030381	1502	155573
ERR9030382	1408	222460
ERR9030383	1561	206719
ERR9030384	1211	96564
ERR9030385	1067	218222
ERR9030386	1562	344368
ERR9030387	1020	133314
ERR9030388	1056	158152
ERR9030389	1533	228507
ERR9030390	893	502228
ERR9030392	939	338608
ERR9030393	1209	115398
ERR9030394	1435	261851
ERR9030395	988	523295
ERR9030396	1037	130812
ERR9030397	1430	295735
ERR9030398	678	1851069
ERR9030399	1052	110319
ERR9030400	1361	494181
ERR9030401	1157	117156
ERR9030402	1211	98099
ERR9030403	1108	323686
ERR9030404	1175	281589
ERR9030405	1093	169294
ERR9030406	1170	117333
ERR9030407	839	1118746
ERR9030408	1471	225756
ERR9030409	1565	152938
ERR9030410	1084	96069
ERR9030411	1038	107170
ERR9030412	1343	214418
ERR9030413	1070	95230
ERR9030414	1392	333096
ERR9030415	1364	373756
ERR9030416	1178	251066
ERR9030417	1350	379245
ERR9030418	1379	202125
ERR9030419	1452	277297
ERR9030420	1408	369131
ERR9030421	1187	244600
ERR9030422	1230	258631
ERR9030423	1436	225061
ERR9030424	1114	579264
ERR9030425	1287	206764
ERR9030426	1631	283408
ERR9030427	1447	439678
ERR9030428	993	278066
ERR9030429	1388	374925
ERR9030430	1308	230546
ERR9030431	1602	240515
ERR9030432	1414	243840
ERR9030433	1240	264594
ERR9030434	1256	211559
ERR9030435	1139	225552
ERR9030436	894	522283
ERR9030437	1265	259298
ERR9030438	1336	208814
ERR9030439	1294	239934
ERR9030440	1185	382566
ERR9030442	1172	104173
ERR9030443	982	225292
ERR9030445	1044	133749
ERR9030446	1039	109163
ERR9030447	1017	130533
ERR9030448	1382	285134
ERR9030449	1524	254898
ERR9030450	1075	92032
ERR9030451	1151	111258
ERR9030452	1539	299993
ERR9030453	915	736129
ERR9030454	1617	244881
ERR9030455	924	278192
ERR9030456	1170	121279
ERR9030457	1117	139623
ERR9030458	969	155402
ERR9030459	1086	221130
ERR9030460	1129	135846
ERR9030461	1061	165287
ERR9030462	1506	247401
ERR9030463	1164	99667
ERR9030464	951	339758
ERR9030465	1360	235180
ERR9030466	1199	400090
ERR9030467	1315	392498
ERR9030468	1559	318784
ERR9030469	1297	254985
ERR9030471	1422	286251
ERR9030473	1125	107978
ERR9030474	1453	326604
ERR9030475	1445	430957
ERR9030476	1439	325681
ERR9030477	1387	357119
ERR9030478	350	2558582
ERR9030479	1464	206336
ERR9030480	1148	121051
ERR9030481	1348	214625
ERR9030482	1207	123924
ERR9030483	1074	98695
ERR9030484	1214	101123
ERR9030485	1532	254455
ERR9030486	1068	153753
ERR9030487	1062	96683
ERR9030488	1615	255506
ERR9030489	1514	349136
ERR9030490	1083	346787
ERR9030491	1201	106630
ERR9030492	1067	312573
ERR9030493	1414	287217
ERR9030494	1034	126358
ERR9030495	908	763776
ERR9030496	1160	194591
ERR9030497	1438	179812
ERR9030498	1550	299837
ERR9030500	1063	118715
ERR9030501	1190	239483
ERR9030502	1022	129011
ERR9030503	1242	234508
ERR9030504	1049	109054
ERR9030505	1580	178832
ERR9030506	1614	247283
ERR9030507	1333	275890
ERR9030508	1034	516433
ERR9030509	1566	240165
ERR9030510	978	540955
ERR9030511	1175	372222
ERR9030512	1070	283137
ERR9030513	581	1853935
ERR9030514	1212	226091
ERR9030515	1451	206208
ERR9030517	1342	234689
ERR9030518	1459	270020
ERR9030519	1146	150993
ERR9030520	1311	421442
ERR9030521	1033	388795
ERR9030522	528	1612517
ERR9030523	1296	243520
ERR9030524	1045	169339
ERR9030525	969	447714
ERR9030526	1217	117249
ERR9030527	1308	441665
ERR9030528	1012	140275
ERR9030529	1142	144255
ERR9030530	1438	281190
ERR9030531	920	369615
ERR9030532	614	1708894
ERR9030533	1480	221780
ERR9030534	1189	101532
ERR9030535	1064	127746
ERR9030536	1195	246119
ERR9030537	1111	238134
ERR9030539	1009	146697
ERR9030540	1341	350655
ERR9030542	1173	221368
ERR9030543	1550	228564
ERR970441	1061	140577
ERR970442	1159	120614
ERR970443	1157	121256
ERR970444	1159	121030
ERR970445	1210	106284
ERR970446	1016	91991
ERR970447	1197	105998
ERR970448	1030	92153
ERR970449	1020	99259
ERR970450	1053	90342
ERR970451	1079	97755
ERR970452	1049	102252
ERR970453	1001	98845
ERR970454	1003	95890
ERR970455	1002	92374
ERR970456	1165	109255
ERR970457	988	113532
ERR970458	1026	99698
ERR970459	946	114991
ERR970460	1159	117096
ERR970461	1141	107548
ERR970462	1135	108201
ERR970463	1157	110235
ERR972795	1193	106286
ERR972796	1192	97175
ERR972797	1210	96426
ERR972798	1191	99650
ERR972799	1027	105725
ERR972800	1149	117076
ERR972801	1177	109081
ERR972802	1002	104924
ERR972803	1135	107303
ERR972804	1110	147455
ERR983250	986	97240
ERR983251	1192	97175
ERR983252	1085	128496
ERR983253	1087	128279
ERR983254	1075	130111
ERR983255	1141	131327
ERR983256	1137	141538
ERR985421	1248	110440
ERR985422	1045	169152
ERR985423	1086	137494
ERR985424	1048	235413
ERR985425	934	521294
ERR985426	1258	111970
ERR990531	1069	143080
ERR990532	1069	144705
ERR990533	940	154133
ERR990534	947	145351
ERR990535	951	141345
ERR990536	999	124707
ERR990537	1002	126870
ERR990538	937	142959
ERR990539	1132	124826
ERR990540	1123	132570
ERR990541	1080	149028
ERR990542	1062	153780
ERR990543	960	180822
ERR990544	965	177626
ERR990545	1044	219640
ERR990546	1077	149212
ERR990547	954	143430
ERR990548	947	146743
ERR990549	967	196670
ERR990550	989	180214
ERR990551	1144	111093
ERR990552	1119	126940
ERR990553	893	193383
ERR990554	969	123938
ERR990555	983	127125
ERR990556	961	146795
SRR10303276	1214	124313
SRR10303277	1171	133639
SRR10303278	1158	101176
SRR10303279	1225	120633
SRR10303280	1237	117193
SRR10303281	1213	126164
SRR10303282	1217	120117
SRR10303283	1199	122905
SRR10303284	1218	122752
SRR10303285	1207	127255
SRR10303286	1221	124915
SRR10303287	1222	118226
SRR10303288	1217	123521
SRR10303289	1213	124269
SRR10303290	1243	117734
SRR10303291	1244	118906
SRR10303292	1228	129584
SRR10303293	1195	130877
SRR10303294	1120	120190
SRR10303295	1114	112706
SRR10303296	1127	120595
SRR10303297	1206	126421
SRR10303298	1148	103899
SRR10303299	1146	131327
SRR10303300	1480	177755
SRR10303301	1200	125073
SRR10303302	1172	132155
SRR10303303	1135	108879
SRR10303304	1123	106030
SRR10303305	1121	94485
SRR10303306	1226	120122
SRR10303307	1226	123225
SRR10303308	1190	128575
SRR10303309	1113	118820
SRR10303310	1227	120755
SRR10303311	1226	117668
SRR10303312	1139	99510
SRR10303313	1185	127223
SRR10303314	1106	116294
SRR10303315	1229	120879
SRR10303316	1142	143691
SRR10303317	1239	115526
SRR10303318	1160	135154
SRR10303319	1162	137936
SRR10303320	1216	125558
SRR10303321	1212	116563
SRR10303322	1190	122258
SRR10303323	1192	134179
SRR10303324	1081	124508
SRR10303325	1216	123579
SRR10303326	1204	124511
SRR10303327	1242	119495
SRR10303328	1203	125959
SRR10303329	1214	120119
SRR10303330	1189	127921
SRR10303331	1174	137096
SRR10303332	1245	116472
SRR10303333	1220	122843
SRR10303334	1244	114902
SRR10303335	1197	123794
SRR10303336	1207	125231
SRR10303337	1238	120636
SRR10303338	1256	114145
SRR10303339	1193	126333
SRR10303340	1219	119218
SRR10303341	1227	120768
SRR10303342	1247	117227
SRR10303343	524	103706
SRR10303344	1212	123212
SRR10303345	1206	123090
SRR10303346	1146	97844
SRR10303347	1208	124411
SRR10303348	1248	115518
SRR10303349	1273	113723
SRR10303350	1244	117699
SRR10303351	1224	118967
SRR10303352	1187	137438
SRR10303353	1245	116103
SRR10303354	1232	119056
SRR10315457	1021	126345
SRR10315458	478	103714
SRR10315459	1199	127950
SRR10315460	997	119684
SRR10315461	1026	139196
SRR10315462	997	164132
SRR10315463	1026	130284
SRR10315464	984	218069
SRR10315465	1003	178858
SRR10315466	1080	199728
SRR10315467	1127	139606
SRR10315468	1129	136910
SRR10315469	1206	157176
SRR10315471	1028	158483
SRR10315472	1115	146954
SRR10315473	988	203360
SRR10315474	1055	116651
SRR10315475	1091	95724
SRR10315476	1020	138208
SRR10315478	1164	128039
SRR10315479	1181	117777
SRR10315480	446	134090
SRR10315481	1107	162981
SRR10315483	1129	136938
SRR10315484	1169	114634
SRR10315485	1055	115224
SRR10315486	1162	160755
SRR10315487	1023	166449
SRR10315489	1130	140714
SRR10315490	1164	110865
SRR10315491	1114	98402
SRR10315492	86	4123667
SRR10315493	82	4129095
SRR10315494	74	4178852
SRR10315495	285	3328569
SRR10315496	1039	209999
SRR10315497	666	1442714
SRR10315498	109	4130193
SRR10315499	1120	148861
SRR10315500	116	4057199
SRR10315501	982	288992
SRR10315502	552	2032188
SRR10315503	882	607371
SRR10315504	106	4117157
SRR10315505	253	3364433
SRR10315506	104	4132490
SRR10315507	846	780266
SRR10315508	553	1868865
SRR10315509	186	3684250
SRR10315510	1038	124084
SRR10315511	117	3961449
SRR10315512	302	3102824
SRR10315513	1154	129027
SRR10315514	1132	138576
SRR10315515	1118	152027
SRR10315516	1113	151924
SRR10315517	1047	119554
SRR10315518	1070	111674
SRR10315519	1066	117768
SRR10315520	1137	138447
SRR10315522	1146	125281
SRR10315523	1146	135684
SRR10315524	1123	136521
SRR10315525	1149	130524
SRR10315526	1161	123829
SRR10315527	1167	130071
SRR10315528	474	104042
SRR10315529	1029	121650
SRR10315530	1078	101831
SRR10315531	1027	122370
SRR10315532	1069	105980
SRR10315533	1054	110821
SRR10315534	1041	120598
SRR10315535	1057	120179
SRR10315536	1049	126635
SRR10315537	1078	106459
SRR10315538	1067	101024
SRR10315539	1098	142497
SRR10315540	1148	127583
SRR10315541	1158	130177
SRR10315544	1044	117371
SRR10315545	1152	125128
SRR10315546	1171	127164
SRR10315547	1065	223985
SRR10315548	1115	165113
SRR10315549	1090	208527
SRR10315550	1143	132849
SRR10315551	1089	173499
SRR10315552	1055	120249
SRR10315553	981	178319
SRR10315554	1094	107375
SRR10315555	1041	113055
SRR10315556	1113	141872
SRR10315557	1157	134427
SRR10315558	1116	156521
SRR10315559	1175	126501
SRR10315560	1055	108837
SRR10315561	992	153898
SRR10315562	1147	150509
SRR10315563	1134	145803
SRR10315564	1071	107037
SRR10315565	1174	118017
SRR10315566	1061	109832
SRR10315567	1090	185950
SRR10315568	985	126636
SRR10315569	954	158192
SRR10315570	1006	128429
SRR10315571	1162	119923
SRR10315572	1012	104245
SRR10315573	1031	97343
SRR10315574	1045	96163
SRR10315575	1004	133868
SRR10315576	654	88423
SRR10315577	1226	147298
SRR10315578	1034	104959
SRR10315579	1136	144211
SRR10315580	1029	127674
SRR10315581	1049	128909
SRR10315583	1063	134363
SRR10315584	1048	101898
SRR10315585	1046	114658
SRR10315586	1062	102037
SRR10315587	1015	115899
SRR10315588	1105	144287
SRR10315589	1030	157151
SRR10315590	1041	144068
SRR10315591	1105	131583
SRR10315592	1162	109917
SRR10315593	1117	127568
SRR10315594	1161	118849
SRR10315595	1119	138736
SRR10315596	1048	99257
SRR10315597	1047	104701
SRR10315598	1038	122181
SRR10315600	1055	97641
SRR10315601	1216	120134
SRR10315602	1241	109876
SRR10315603	1078	98709
SRR10315604	1112	100175
SRR10315605	1103	127983
SRR10315606	1044	108818
SRR10315607	1079	151768
SRR10315608	1109	123484
SRR10315609	1101	119518
SRR10315610	1083	96336
SRR10315611	1056	147070
SRR10315612	1064	138495
SRR10315613	1226	132055
SRR10315614	1169	110757
SRR10315615	1148	127348
SRR10315616	1031	135839
SRR10315617	1096	109752
SRR10315618	1087	115922
SRR10315619	1156	115267
SRR10315620	1136	165844
SRR10315621	1031	130955
SRR10315622	1131	121523
SRR10315623	1106	143758
SRR10315624	1124	106587
SRR10315625	1122	111922
SRR10315626	1166	124011
SRR10315627	1088	158143
SRR10315628	1108	106587
SRR10315629	1028	139951
SRR10315630	1120	110902
SRR10315631	1128	122222
SRR10315632	1183	113437
SRR10315633	1155	150775
SRR10315634	1140	156873
SRR10315635	1103	154946
SRR10315636	1087	93715
SRR10315637	1083	107258
SRR10315638	980	157571
SRR10315639	1129	145386
SRR10315640	1032	134198
SRR10315641	1031	122591
SRR10315642	1027	126761
SRR10315643	1225	122260
SRR10315644	1076	103116
SRR10315647	1032	101427
SRR10315648	1112	80164
SRR10315649	1100	137683
SRR10315650	1116	134755
SRR10315651	1117	136746
SRR10315652	1075	106287
SRR10315653	1107	103008
SRR10315654	1130	114270
SRR10315655	1107	109024
SRR10315656	1072	98529
SRR10315658	1038	124625
SRR10315660	1090	101592
SRR10315661	1072	121182
SRR10315662	1090	104778
SRR10315665	1070	127288
SRR10315667	1036	128016
SRR10315672	1056	121970
SRR10315674	1113	148577
SRR10315675	1094	164714
SRR10315676	1171	102098
SRR10315677	981	113796
SRR10315678	1139	138665
SRR10315680	1105	153370
SRR10315681	1120	144753
