strain_id	isolate_id
walker2013_P000136_lineage4.1.1.3.1_strain1	ERR038285
walker2013_P000137_lineage4.1.1.3.1_strain1	ERR038286
walker2013_P000139_lineage4.1.1.1_strain1	ERR046964
walker2013_P000142_lineage4.1.1.1_strain1	ERR046735
walker2013_P000143_lineage4.1.1.1_strain1	ERR046746
walker2013_P000145_lineage4.1.1.1_strain1	ERR046733
walker2013_P000146_lineage4.1.1.1_strain1	ERR046738
walker2013_P000147_lineage4.1.1.1_strain1	ERR040109
walker2013_P000151_lineage4.1.1.1_strain1	ERR046923
walker2013_P000169_lineage4.1.2.1_strain1	ERR046974
walker2013_P000179_lineage4.1.1.3.1_strain1	ERR046917
walker2013_P000182_lineage4.1.1.1_strain1	ERR046946
walker2013_P000194_lineage4.1.2.1_strain1	ERR046972
walker2013_P000199_lineage4.1.1.1_strain1	ERR046840
walker2013_P000203_lineage4.1.1.1_strain1	ERR046962
walker2013_P000205_lineage4.1.1.1_strain1	ERR039327
walker2013_P000212_lineage4.1.1.1_strain1	ERR046819
walker2013_P000229_lineage4.1.1.1_strain1	ERR046736
walker2013_P000230_lineage4.1.1.1_strain1	ERR046739
walker2013_P000231_lineage4.1.1.3.1_strain1	ERR046782
walker2013_P000237_lineage4.1.1.1_strain1	ERR046743
walker2013_P000241_lineage4.1.1.1_strain1	ERR046842
walker2013_P000250_lineage4.1.2.1_strain1	ERR046993
walker2013_P000251_lineage4.1.1.1_strain1	ERR046991
walker2013_P000253_lineage4.1.2.1_strain1	ERR046990
walker2013_P000254_lineage4.1.2.1_strain1	ERR046994
walker2013_P000255_lineage4.1.1.1_strain1	ERR046988
walker2013_P000256_lineage4.1.2.1_strain1	ERR046992
walker2013_P000265_lineage4.1.1.1_strain1	ERR072020
walker2013_P000274_lineage4.1.1.1_strain1	ERR072034
walker2013_P000275_lineage4.1.1.1_strain1	ERR072036
walker2013_P000319_lineage4.1.1.3.1_strain1	ERR072087
walker2013_P000325_lineage4.1.1.3.1_strain1	ERR072096
walker2018b_06TB_0030_lineage4.1.2.1_strain1	ERR2510671
walker2018b_06TB_0037_lineage4.1.2.1_strain1	ERR2510676
walker2018b_06TB_0055_lineage4.1.2.1_strain1	ERR2510729
walker2018b_06TB_0280_lineage4.1.2.1_strain1	ERR2510721
walker2018b_06TB_0290_lineage4.1.2.1_strain1	ERR2510731
walker2018b_06TB_0295_lineage4.1.2.1_strain1	ERR2510736
walker2018b_06TB_0299_lineage4.1.2.1_strain1	ERR2510740
walker2018b_06TB_0301_lineage4.1.2.1_strain1	ERR2510742
walker2018b_06TB_0302_lineage4.1.2.1_strain1	ERR2510743
walker2018b_06TB_0304_lineage4.1.2_strain1	ERR2510745
walker2018b_06TB_0308_lineage4.1.2.1_strain1	ERR2510749
walker2018b_06TB_0319_lineage4.1.2.1_strain1	ERR2510760
walker2018b_06TB_0325_lineage4.1.2.1_strain1	ERR2510766
walker2018b_06TB_0326_lineage4.1.2_strain1	ERR2510767
walker2018b_06TB_0328_lineage4.1.2.1_strain1	ERR2510769
walker2018b_06TB_0331_lineage4.1.2.1_strain1	ERR2510772
walker2018b_06TB_0334_lineage4.1.2_strain1	ERR2510775
walker2018b_06TB_0342_lineage4.1.2.1_strain1	ERR2510783
walker2018b_06TB_0348_lineage4.1.2.1_strain1	ERR2510789
walker2018b_06TB_0356_lineage4.1.2.1_strain1	ERR2510797
walker2018b_06TB_0358_lineage4.1.2.1_strain1	ERR2510799
walker2018b_06TB_0359_lineage4.1.2.1_strain1	ERR2510800
walker2018b_06TB_0365_lineage4.1_strain1	ERR2510806
walker2018b_06TB_0367_lineage4.1.2.1_strain1	ERR2510808
walker2018b_06TB_0369_lineage4.1.2.1_strain1	ERR2510810
walker2018b_06TB_0370_lineage4.1.2.1_strain1	ERR2510811
walker2018b_06TB_0377_lineage4.1.2_strain1	ERR2510818
walker2018b_06TB_0403_lineage4.1.2.1_strain1	ERR2510844
walker2018b_06TB_0416_lineage4.1.2.1_strain1	ERR2510857
walker2018b_06TB_0417_lineage4.1.2.1_strain1	ERR2510858
walker2018b_06TB_0423_lineage4.1.2.1_strain1	ERR2510864
walker2018b_06TB_0424_lineage4.1.2.1_strain1	ERR2510865
walker2018b_06TB_0426_lineage4.1.2.1_strain1	ERR2510867
walker2018b_1015901_lineage4.1.4_strain1	ERR2516913
walker2018b_1016420_lineage4.1.3_strain1	ERR2516850
walker2018b_1024754_lineage4.1.2.1_strain1	ERR2516909
walker2018b_1038150_lineage4.1.4_strain1	ERR2517042
walker2018b_1090482_lineage4.1.2.1_strain1	ERR2516920
walker2018b_1097213_lineage4.1.2.1_strain1	ERR2516975
walker2018b_1102864_lineage4.1.2_strain1	ERR2516756
walker2018b_1126082_lineage4.1.4_strain1	ERR2516932
walker2018b_1129547_lineage4.1.2.1_strain1	ERR2517111
walker2018b_1178645_lineage4.1.1.3_strain1	ERR2516961
walker2018b_1178757_lineage4.1.4_strain1	ERR2516807
walker2018b_1258829_lineage4.1.2.1_strain1	ERR2516740
walker2018b_1275542_lineage4.1.2.1_strain1	ERR2517115
walker2018b_1293753_lineage4.1.2.1_strain1	ERR2517088
walker2018b_1296348_lineage4.1_strain1	ERR2516967
walker2018b_1325244_lineage4.1.2.1_strain1	ERR2517001
walker2018b_ATH_0061-14_lineage4.1.1.1_strain1	ERR2510322
walker2018b_ATH_0086-14_lineage4.1.2.1_strain1	ERR2510509
walker2018b_JHL_0035-14_lineage4.1.1.2_strain1	ERR2510378
walker2018b_MHL_0167-14_lineage4.1.1.1_strain1	ERR2510421
walker2018b_MHL_0185-14_lineage4.1.2.1_strain1	ERR2510432
walker2018b_MHL_0188-14_lineage4.1.2.1_strain1	ERR2510420
walker2018b_RIVM_1_lineage4.1.2.1_strain1	ERR2517565
walker2018b_RIVM_104_lineage4.1.2.1_strain1	ERR2517244
walker2018b_RIVM_108_lineage4.1.2.1_strain1	ERR2517246
walker2018b_RIVM_113_lineage4.1.2.1_strain1	ERR2517462
walker2018b_RIVM_118_lineage4.1.2.1_strain1	ERR2517178
walker2018b_RIVM_145_lineage4.1.2.1_strain1	ERR2517494
walker2018b_RIVM_148_lineage4.1.2.1_strain1	ERR2517265
walker2018b_RIVM_150_lineage4.1.2.1_strain1	ERR2517522
walker2018b_RIVM_158_lineage4.1.2_strain1	ERR2517563
walker2018b_RIVM_163_lineage4.1.2.1_strain1	ERR2517431
walker2018b_RIVM_167_lineage4.1.2_strain1	ERR2517512
walker2018b_RIVM_184_lineage4.1.2.1_strain1	ERR2517474
walker2018b_RIVM_187_lineage4.1.2.1_strain1	ERR2517192
walker2018b_RIVM_19_lineage4.1.2.1_strain1	ERR2517644
walker2018b_RIVM_190_lineage4.1.2.1_strain1	ERR2517198
walker2018b_RIVM_192_lineage4.1.2.1_strain1	ERR2517492
walker2018b_RIVM_2_lineage4.1.2.1_strain1	ERR2517573
walker2018b_RIVM_206_lineage4.1.2.1_strain1	ERR2517139
walker2018b_RIVM_213_lineage4.1.2.1_strain1	ERR2517458
walker2018b_RIVM_226_lineage4.1.2.1_strain1	ERR2517141
walker2018b_RIVM_228_lineage4.1.2.1_strain1	ERR2517555
walker2018b_RIVM_232_lineage4.1.2.1_strain1	ERR2517463
walker2018b_RIVM_233_lineage4.1.2.1_strain1	ERR2517361
walker2018b_RIVM_24_lineage4.1.1.3_strain1	ERR2517588
walker2018b_RIVM_251_lineage4.1.2.1_strain1	ERR2517561
walker2018b_RIVM_259_lineage4.1.2.1_strain1	ERR2517130
walker2018b_RIVM_272_lineage4.1.2.1_strain1	ERR2517550
walker2018b_RIVM_273_lineage4.1.2.1_strain1	ERR2517335
walker2018b_RIVM_275_lineage4.1.2.1_strain1	ERR2517262
walker2018b_RIVM_282_lineage4.1.2.1_strain1	ERR2517607
walker2018b_RIVM_286_lineage4.1.2.1_strain1	ERR2517516
walker2018b_RIVM_287_lineage4.1.2_strain1	ERR2517517
walker2018b_RIVM_289_lineage4.1_strain1	ERR2517547
walker2018b_RIVM_292_lineage4.1.2.1_strain1	ERR2517532
walker2018b_RIVM_298_lineage4.1.2.1_strain1	ERR2517308
walker2018b_RIVM_300_lineage4.1.2.1_strain1	ERR2517214
walker2018b_RIVM_318_lineage4.1.2.1_strain1	ERR2517562
walker2018b_RIVM_322_lineage4.1.2.1_strain1	ERR2517636
walker2018b_RIVM_326_lineage4.1.2.1_strain1	ERR2517610
walker2018b_RIVM_332_lineage4.1.2_strain1	ERR2517472
walker2018b_RIVM_337_lineage4.1.2.1_strain1	ERR2517172
walker2018b_RIVM_34_lineage4.1.2.1_strain1	ERR2517571
walker2018b_RIVM_343_lineage4.1.2.1_strain1	ERR2517199
walker2018b_RIVM_347_lineage4.1.2.1_strain1	ERR2517487
walker2018b_RIVM_355_lineage4.1.2.1_strain1	ERR2517637
walker2018b_RIVM_358_lineage4.1.2.1_strain1	ERR2517631
walker2018b_RIVM_367_lineage4.1.2.1_strain1	ERR2517180
walker2018b_RIVM_376_lineage4.1.2.1_strain1	ERR2517228
walker2018b_RIVM_382_lineage4.1.2.1_strain1	ERR2517370
walker2018b_RIVM_39_lineage4.1.2.1_strain1	ERR2517310
walker2018b_RIVM_393_lineage4.1.2_strain1	ERR2517303
walker2018b_RIVM_398_lineage4.1.2.1_strain1	ERR2517570
walker2018b_RIVM_400_lineage4.1.2.1_strain1	ERR2517205
walker2018b_RIVM_406_lineage4.1.2.1_strain1	ERR2517520
walker2018b_RIVM_429_lineage4.1.2.1_strain1	ERR2517388
walker2018b_RIVM_430_lineage4.1.2.1_strain1	ERR2517242
walker2018b_RIVM_431_lineage4.1_strain1	ERR2517391
walker2018b_RIVM_432_lineage4.1.2.1_strain1	ERR2517387
walker2018b_RIVM_438_lineage4.1.2.1_strain1	ERR2517350
walker2018b_RIVM_446_lineage4.1.2.1_strain1	ERR2517346
walker2018b_RIVM_447_lineage4.1.2.1_strain1	ERR2517645
walker2018b_RIVM_453_lineage4.1.2.1_strain1	ERR2517273
walker2018b_RIVM_454_lineage4.1.1.3_strain1	ERR2517296
walker2018b_RIVM_455_lineage4.1.2.1_strain1	ERR2517160
walker2018b_RIVM_459_lineage4.1.2.1_strain1	ERR2517170
walker2018b_RIVM_460_lineage4.1.2.1_strain1	ERR2517552
walker2018b_RIVM_467_lineage4.1.2.1_strain1	ERR2517213
walker2018b_RIVM_486_lineage4.1.2.1_strain1	ERR2517449
walker2018b_RIVM_487_lineage4.1.2.1_strain1	ERR2517450
walker2018b_RIVM_490_lineage4.1.1.3_strain1	ERR2517191
walker2018b_RIVM_491_lineage4.1.2.1_strain1	ERR2517286
walker2018b_RIVM_496_lineage4.1.2.1_strain1	ERR2517426
walker2018b_RIVM_497_lineage4.1.2.1_strain1	ERR2517430
walker2018b_RIVM_506_lineage4.1.2.1_strain1	ERR2517201
walker2018b_RIVM_507_lineage4.1.2.1_strain1	ERR2517467
walker2018b_RIVM_511_lineage4.1.2.1_strain1	ERR2517505
walker2018b_RIVM_517_lineage4.1.2.1_strain1	ERR2517577
walker2018b_RIVM_537_lineage4.1.2.1_strain1	ERR2517478
walker2018b_RIVM_544_lineage4.1.2.1_strain1	ERR2517133
walker2018b_RIVM_548_lineage4.1.2.1_strain1	ERR2517176
walker2018b_RIVM_549_lineage4.1.2_strain1	ERR2517327
walker2018b_RIVM_558_lineage4.1.2.1_strain1	ERR2517596
walker2018b_RIVM_561_lineage4.1.2.1_strain1	ERR2517606
walker2018b_RIVM_566_lineage4.1.2.1_strain1	ERR2517344
walker2018b_RIVM_572_lineage4.1.2.1_strain1	ERR2517332
walker2018b_RIVM_584_lineage4.1.2.1_strain1	ERR2517615
walker2018b_RIVM_60_lineage4.1.2.1_strain1	ERR2517337
walker2018b_RIVM_61_lineage4.1.2_strain1	ERR2517140
walker2018b_RIVM_72_lineage4.1.2.1_strain1	ERR2517264
walker2018b_RIVM_74_lineage4.1.2.1_strain1	ERR2517533
walker2018b_RIVM_89_lineage4.1.2.1_strain1	ERR2517282
walker2018b_RIVM_98_lineage4.1.2.1_strain1	ERR2517268
walker2018b_SKT_0001-14_lineage4.1.1.3_strain1	ERR2510610
witney2017_019_lineage4.1.1.2_strain1	ERR1750910
witney2017_021_lineage4.1.1.3_strain1	ERR1750914
witney2017_025_lineage4.1.1.3_strain1	ERR1750922
witney2017_029_lineage4.1.1.3_strain1	ERR1750930
092ec6ed-51a1-48d2-b140-9403af4bf802_lineage4.2.1_strain1	SRR10379979
1014d30b-99ae-4f65-9dd9-eb53e7f4d37a_lineage4.2.1_strain1	SRR7516429
1274a209-b723-4a76-b945-491d1e9da47f_lineage4.2.1_strain1	SRR3743484
14df23bf-0a02-4767-88f7-ab9b02d7319a_lineage4.2.1.1_strain1	SRR6807669
1bbf3743-855f-4dd1-a719-0a044cd12d4b_lineage4.2.1_strain1	SRR6807731
1cef6c8b-19d2-4161-ab05-d45d30519368_lineage4.2.1_strain1	SRR3743459
1f67461f-b3c3-44bf-a190-059f76a488a2_lineage4.2.1_strain1	SRR3743491
31b5105c-91e1-4d10-bc57-b46f25f4dc95_lineage4.2.1_strain1	SRR10380013
33baf186-5d13-4052-abdd-48eafaa46f00_lineage4.2.1_strain1	SRR3743394
34339efd-24b8-44c7-8f7f-321a80b28577_lineage4.2.1_strain1	SRR10379978
3aa13b89-9c43-405a-bcd4-94cf1703c3f3_lineage4.2.1_strain1	SRR3743437
3fc8fa2b-ca48-47db-83ee-e1af7e78058e_lineage4.2.1_strain1	SRR6807735
4825f078-70c5-42bf-ab5a-cfdaeb784a71_lineage4.2.1_strain1	SRR3743403
49228d5b-1745-49ee-8960-c5c861a21db3_lineage4.2.1_strain1	SRR10380165
4a359c8e-be74-4f42-accc-99e3208cec6b_lineage4.2.1_strain1	SRR10379876
4ec79465-c741-4ff1-8c58-c58aa0b6e6e9_lineage4.2.1.1_strain1	SRR10379900
504c54c5-3734-4151-a859-21d6dc725e24_lineage4.2.1_strain1	SRR10379953
56758781-119a-40e1-907b-98a118836cf1_lineage4.2.1_strain1	SRR6807691
56f15132-4a86-49da-ae0e-fcbcbc5f6d27_lineage4.2.1_strain1	SRR5153921
5b517fef-a274-4e52-8401-e52c7ea4b4c8_lineage4.2.1_strain1	SRR10380041
65d72352-4db4-4b29-9368-9047690a5e7b_lineage4.2.1_strain1	SRR10380070
69abafe6-82df-4f6b-ae05-8365d8acf565_lineage4.2.1_strain1	SRR3743402
6caff9be-7741-48bb-9281-1786a56ff6f4_lineage4.2.1_strain1	SRR3743486
6e2adddd-f9c1-492c-9a57-b4de0d39be69_lineage4.2.1_strain1	SRR3743390
71c5d846-a0b3-491e-aa87-75ce6d96bce7_lineage4.2.1_strain1	SRR10379948
7777b9bd-edf4-454b-847d-622186963cb1_lineage4.2.1_strain1	SRR10379912
789f1880-7525-4189-b702-455b1c00feb2_lineage4.2.1_strain1	SRR10380002
802e5a96-d20b-43c9-912f-7ec9f50e8b78_lineage4.2.1_strain1	SRR10380147
890d2225-30ce-43c0-baf6-58983e9db27b_lineage4.2.1_strain1	SRR10380085
894f8d48-9835-488e-9c13-03fafa5c6649_lineage4.2.1_strain1	SRR16088076
92c91227-a874-4886-99be-c62df8fd2058_lineage4.2.1.1_strain1	SRR10380090
ac048c9d-10b0-49ce-a993-faa9145f25f9_lineage4.2.1.1_strain1	SRR10380058
b86d252a-20da-42e1-aebb-c27e4092b0b1_lineage4.2.1_strain1	SRR3743391
b9b9a0bf-15e0-4c10-8d0c-35f6675ea806_lineage4.2.1_strain1	SRR10380160
b9d640db-3546-496c-862d-21e79d78d419_lineage4.2.1_strain1	SRR10380009
ba7ab977-d478-4526-8828-22d63e53fe99_lineage4.2.1_strain1	SRR5153838
baca1a2e-398a-421d-9a54-4b4b601ccf11_lineage4.2.1_strain1	SRR10379956
bec56f16-a5f3-4338-b978-995aec3fd6c9_lineage4.2.1_strain1	SRR10380118
c0d820fa-74d9-4ba2-b05a-e0887624f833_lineage4.2.1_strain1	SRR10380004
c4d50463-a287-4bc0-b507-2f48ee59f68a_lineage4.2.1_strain1	SRR3743498
c6675e25-7550-4510-ae77-b3b3ec953492_lineage4.2.1_strain1	SRR3743382
c961232e-393d-4e77-8ef4-b9eaf4bbd03f_lineage4.2.1.1_strain1	SRR10380251
caa05a98-db7a-46be-a395-cdfb53d50a16_lineage4.2.1_strain1	SRR10379932
ce93e57c-1707-42f1-a523-a2a68df22c36_lineage4.2.1_strain1	SRR3743472
d424acd0-9572-4fb4-931b-6672a4e3332b_lineage4.2.1_strain1	SRR5153846
da97a593-c231-49d7-80f4-ae21f3292de8_lineage4.2.1_strain1	SRR3743385
dfc45eb5-5488-4ccb-aab9-39c22453a791_lineage4.2.1_strain1	SRR10379889
e2949f4d-929b-42a1-b470-1ea25f1d4f59_lineage4.2.1_strain1	SRR10380022
ea5f96dc-c56e-4ca4-ba72-b70e6f0e2185_lineage4.2.1_strain1	SRR10380018
eac4fbf3-6270-4305-ac40-67a3aeed707d_lineage4.2.1_strain1	SRR10380121
eb3fe5b1-165a-4ece-a5d1-09c55f86377d_lineage4.2.1_strain1	SRR10379916
eb8e3a29-2b24-4f8a-858c-25d6cc9aaf61_lineage4.2.1.1_strain1	SRR10380153
ebd165c7-a87a-4e42-bdea-dad8f5ddb27c_lineage4.2.1.1_strain1	SRR5153880
f20f347e-0ab8-4b27-b7ff-cf31accf57ad_lineage4.2.1_strain1	SRR10379982
f5ccfdc0-74fe-4c9d-913e-27c80d10fafe_lineage4.2.1_strain1	SRR6807693
f788a073-6179-4af7-8706-31ecefdf4516_lineage4.2.1_strain1	SRR3743378
f836de48-31e2-4a39-ae66-cab9ef6a8f0e_lineage4.2.1_strain1	SRR5153854
hu2021_ADR17_lineage4.2.2_strain1	SRR13423561
liu2020_F_lineage4.2.2_strain1	ERR3559274
liu2020_F_lineage4.2.2_strain1	ERR3559277
liu2020_F_lineage4.2.2_strain1	ERR3559278
liu2020_F_lineage4.2.2_strain1	ERR3559279
liu2020_F_lineage4.2.2_strain1	ERR3559280
liu2020_F_lineage4.2.2_strain1	ERR3559281
liu2020_F_lineage4.2.2_strain1	ERR3559282
liu2020_F_lineage4.2.2_strain1	ERR3559284
liu2020_F_lineage4.2.2_strain1	ERR3559285
liu2020_F_lineage4.2.2_strain1	ERR3559286
liu2020_F_lineage4.2.2_strain1	ERR3559290
liu2020_F_lineage4.2.2_strain1	ERR3559291
liu2020_F_lineage4.2.2_strain1	ERR3559292
liu2020_F_lineage4.2.2_strain1	ERR3559294
liu2020_F_lineage4.2.2_strain1	ERR3559295
liu2020_F_lineage4.2.2_strain1	ERR3559296
liu2020_F_lineage4.2.2_strain1	ERR3559297
liu2020_F_lineage4.2.2_strain1	ERR3559298
liu2020_F_lineage4.2.2_strain1	ERR3559299
liu2020_F_lineage4.2.2_strain1	ERR3559300
liu2020_F_lineage4.2.2_strain1	ERR3559301
liu2020_F_lineage4.2.2_strain1	ERR3559302
liu2020_F_lineage4.2.2_strain1	ERR3559304
liu2020_F_lineage4.2.2_strain1	ERR3559305
liu2020_F_lineage4.2.2_strain1	ERR3559306
liu2020_F_lineage4.2.2_strain1	ERR3559307
walker2013_P000156_lineage4.2.2_strain1	ERR025842
walker2013_P000156_lineage4.2.2_strain1	ERR025843
walker2013_P000156_lineage4.2.2_strain1	ERR025844
walker2013_P000156_lineage4.2.2_strain1	ERR025846
walker2013_P000156_lineage4.2.2_strain1	ERR039345
walker2013_P000156_lineage4.2.2_strain1	ERR046922
walker2018b_1240396_lineage4.2.2.2_strain1	ERR2516914
walker2018b_1465205_lineage4.2.2_strain1	ERR2516884
wollenberg2017_103_lineage4.2.1.1_strain1	SRR1163393
wollenberg2017_103_lineage4.2.1.1_strain1	SRR1169079
wollenberg2017_26_lineage4.2.1.1_strain2	SRR1162521
wollenberg2017_26_lineage4.2.1.1_strain2	SRR1181075
wollenberg2017_27_lineage4.2.1.1_strain2	SRR1163347
wollenberg2017_27_lineage4.2.1.1_strain2	SRR1169054
wollenberg2017_51_lineage4.2.1.1_strain1	SRR1162956
wollenberg2017_51_lineage4.2.1.1_strain1	SRR1163422
wollenberg2017_51_lineage4.2.1.1_strain1	SRR1169034
wollenberg2017_75_lineage4.2.1_strain1	SRR1163430
wollenberg2017_75_lineage4.2.1_strain1	SRR1169095
wollenberg2017_82_lineage4.2.1_strain1	SRR1180997
wollenberg2017_87_lineage4.2.1.1_strain1	SRR1163371
wollenberg2017_87_lineage4.2.1.1_strain1	SRR1168991
092ec6ed-51a1-48d2-b140-9403af4bf802_lineage4.2.1_strain1	SRR5163781
1014d30b-99ae-4f65-9dd9-eb53e7f4d37a_lineage4.2.1_strain1	SRR7516459
1274a209-b723-4a76-b945-491d1e9da47f_lineage4.2.1_strain1	SRR6807687
14df23bf-0a02-4767-88f7-ab9b02d7319a_lineage4.2.1.1_strain1	SRR6807670
1bbf3743-855f-4dd1-a719-0a044cd12d4b_lineage4.2.1_strain1	SRR6807732
1cef6c8b-19d2-4161-ab05-d45d30519368_lineage4.2.1_strain1	SRR6807712
1f67461f-b3c3-44bf-a190-059f76a488a2_lineage4.2.1_strain1	SRR6807759
31b5105c-91e1-4d10-bc57-b46f25f4dc95_lineage4.2.1_strain1	SRR10380014
33baf186-5d13-4052-abdd-48eafaa46f00_lineage4.2.1_strain1	SRR6807684
34339efd-24b8-44c7-8f7f-321a80b28577_lineage4.2.1_strain1	SRR3743398
3aa13b89-9c43-405a-bcd4-94cf1703c3f3_lineage4.2.1_strain1	SRR6807689
3fc8fa2b-ca48-47db-83ee-e1af7e78058e_lineage4.2.1_strain1	SRR6807736
4825f078-70c5-42bf-ab5a-cfdaeb784a71_lineage4.2.1_strain1	SRR6807716
49228d5b-1745-49ee-8960-c5c861a21db3_lineage4.2.1_strain1	SRR10380166
4a359c8e-be74-4f42-accc-99e3208cec6b_lineage4.2.1_strain1	SRR10379877
4ec79465-c741-4ff1-8c58-c58aa0b6e6e9_lineage4.2.1.1_strain1	SRR10379901
504c54c5-3734-4151-a859-21d6dc725e24_lineage4.2.1_strain1	SRR10379955
56758781-119a-40e1-907b-98a118836cf1_lineage4.2.1_strain1	SRR6807692
56f15132-4a86-49da-ae0e-fcbcbc5f6d27_lineage4.2.1_strain1	SRR6807757
5b517fef-a274-4e52-8401-e52c7ea4b4c8_lineage4.2.1_strain1	SRR10380052
65d72352-4db4-4b29-9368-9047690a5e7b_lineage4.2.1_strain1	SRR10380071
69abafe6-82df-4f6b-ae05-8365d8acf565_lineage4.2.1_strain1	SRR6807702
6caff9be-7741-48bb-9281-1786a56ff6f4_lineage4.2.1_strain1	SRR6807742
6e2adddd-f9c1-492c-9a57-b4de0d39be69_lineage4.2.1_strain1	SRR6807711
71c5d846-a0b3-491e-aa87-75ce6d96bce7_lineage4.2.1_strain1	SRR10379949
7777b9bd-edf4-454b-847d-622186963cb1_lineage4.2.1_strain1	SRR10379913
789f1880-7525-4189-b702-455b1c00feb2_lineage4.2.1_strain1	SRR10380003
802e5a96-d20b-43c9-912f-7ec9f50e8b78_lineage4.2.1_strain1	SRR10380148
890d2225-30ce-43c0-baf6-58983e9db27b_lineage4.2.1_strain1	SRR10380097
894f8d48-9835-488e-9c13-03fafa5c6649_lineage4.2.1_strain1	SRR16088376
92c91227-a874-4886-99be-c62df8fd2058_lineage4.2.1.1_strain1	SRR10380091
ac048c9d-10b0-49ce-a993-faa9145f25f9_lineage4.2.1.1_strain1	SRR10380059
b86d252a-20da-42e1-aebb-c27e4092b0b1_lineage4.2.1_strain1	SRR5153835
b9b9a0bf-15e0-4c10-8d0c-35f6675ea806_lineage4.2.1_strain1	SRR10380161
b9d640db-3546-496c-862d-21e79d78d419_lineage4.2.1_strain1	SRR10380010
ba7ab977-d478-4526-8828-22d63e53fe99_lineage4.2.1_strain1	SRR6807714
baca1a2e-398a-421d-9a54-4b4b601ccf11_lineage4.2.1_strain1	SRR10379957
bec56f16-a5f3-4338-b978-995aec3fd6c9_lineage4.2.1_strain1	SRR10380120
c0d820fa-74d9-4ba2-b05a-e0887624f833_lineage4.2.1_strain1	SRR10380005
c4d50463-a287-4bc0-b507-2f48ee59f68a_lineage4.2.1_strain1	SRR6807718
c6675e25-7550-4510-ae77-b3b3ec953492_lineage4.2.1_strain1	SRR6807713
c961232e-393d-4e77-8ef4-b9eaf4bbd03f_lineage4.2.1.1_strain1	SRR10380252
caa05a98-db7a-46be-a395-cdfb53d50a16_lineage4.2.1_strain1	SRR10380253
ce93e57c-1707-42f1-a523-a2a68df22c36_lineage4.2.1_strain1	SRR6807690
d424acd0-9572-4fb4-931b-6672a4e3332b_lineage4.2.1_strain1	SRR5153860
da97a593-c231-49d7-80f4-ae21f3292de8_lineage4.2.1_strain1	SRR6807755
dfc45eb5-5488-4ccb-aab9-39c22453a791_lineage4.2.1_strain1	SRR10379890
e2949f4d-929b-42a1-b470-1ea25f1d4f59_lineage4.2.1_strain1	SRR3743396
ea5f96dc-c56e-4ca4-ba72-b70e6f0e2185_lineage4.2.1_strain1	SRR3743389
eac4fbf3-6270-4305-ac40-67a3aeed707d_lineage4.2.1_strain1	SRR10380122
eb3fe5b1-165a-4ece-a5d1-09c55f86377d_lineage4.2.1_strain1	SRR10379917
eb8e3a29-2b24-4f8a-858c-25d6cc9aaf61_lineage4.2.1.1_strain1	SRR10380154
ebd165c7-a87a-4e42-bdea-dad8f5ddb27c_lineage4.2.1.1_strain1	SRR5153881
f20f347e-0ab8-4b27-b7ff-cf31accf57ad_lineage4.2.1_strain1	SRR5153910
f5ccfdc0-74fe-4c9d-913e-27c80d10fafe_lineage4.2.1_strain1	SRR6807694
f788a073-6179-4af7-8706-31ecefdf4516_lineage4.2.1_strain1	SRR3743381
f836de48-31e2-4a39-ae66-cab9ef6a8f0e_lineage4.2.1_strain1	SRR6807679
hu2021_ADR17_lineage4.2.2_strain1	SRR13423567
liu2020_F_lineage4.2.2_strain1	ERR3561760
walker2013_P000156_lineage4.2.2_strain1	ERR072095
walker2018b_1240396_lineage4.2.2.2_strain1	ERR2517069
walker2018b_1465205_lineage4.2.2_strain1	ERR2516924
wollenberg2017_103_lineage4.2.1.1_strain1	SRR1172200
wollenberg2017_26_lineage4.2.1.1_strain2	SRR1181288
wollenberg2017_27_lineage4.2.1.1_strain2	SRR1172184
wollenberg2017_51_lineage4.2.1.1_strain1	SRR1172455
wollenberg2017_75_lineage4.2.1_strain1	SRR1172100
wollenberg2017_82_lineage4.2.1_strain1	SRR1181126
wollenberg2017_87_lineage4.2.1.1_strain1	SRR1172224
00748d3e-4777-4d38-b649-be5db14934a3_lineage4.2.1_strain1	SRR10379906
0151bb49-a399-467c-932b-959628d0afc7_lineage4.2.1.1_strain1	SRR16087995
035753c7-f745-46ed-9f9c-78caabdc4475_lineage4.2.1.1_strain1	SRR16088394
03cdb061-5452-473f-bcf9-ebc4336304f9_lineage4.2.1.1_strain1	SRR1159310
047003c0-9866-41c6-ad91-c4d61eca434e_lineage4.2.1.1_strain1	SRR16088576
04bd10a5-bd17-4e65-85f0-a8f27f2b073d_lineage4.2.1_strain1	SRR11033618
05a27cc2-40c4-4d50-ad14-440a8b2a5f02_lineage4.2.1.1_strain1	SRR16088233
05be0f1a-777c-400e-b019-99daa0daac6c_lineage4.2.1_strain1	SRR3743434
077e2719-45d3-4b59-8c18-3c7c80e4ea67_lineage4.2.1_strain1	SRR9738546
096355b6-8478-4bbb-9663-771440a2b053_lineage4.2.1.1_strain1	SRR16088547
0a7f620b-b830-4a81-ba37-65affd724493_lineage4.2.1_strain1	SRR5153882
0acbd214-f564-4209-872e-ccd56a3eeb8a_lineage4.2.1_strain1	SRR10397254
0cc6bfbf-3cce-4ef9-b486-c20ea64047ce_lineage4.2.1_strain1	SRR10380213
